TAB_NAME,COL_NAME,CODE,DESCRIPTION,,,
TRAIN_TB,ENGR_TRAP_EXTR_CD,A,NOT TRAPPED,,,
TRAIN_TB,ENGR_TRAP_EXTR_CD,B,TRAPPED/EXTRICATED,,,
TRAIN_TB,ENGR_TRAP_EXTR_CD,C,TRAPPED/NOT EXTRICATED,,,
TRAIN_TB,ENGR_TRAP_EXTR_CD,Y,UNKNOWN,,,
TRAIN_TB,HWY_USER_CD,A,STALLED ON CROSSING,,,
TRAIN_TB,HWY_USER_CD,B,STOPPED ON CROSSING,,,
TRAIN_TB,HWY_USER_CD,C,MOVING OVER CROSSING,,,
TRAIN_TB,HWY_USER_CD,D,TRAPPED ON CROSSING,,,
TROCC_TB,OCC_AIRBAG_CD,A,DEPLOYED,,,
TROCC_TB,OCC_AIRBAG_CD,B,NON DEPLOYED,,,
TROCC_TB,OCC_AIRBAG_CD,C,NON-DEPLOYED/SWITCH OFF,,,
TROCC_TB,OCC_AIRBAG_CD,D,NOT APPLICABLE,,,
TROCC_TB,OCC_AIRBAG_CD,Y,UNKNOWN,,,
TROCC_TB,OCC_EJEC_CD,A,NOT EJECTED,,,
TROCC_TB,OCC_EJEC_CD,B,TOTALLY EJECTED,,,
TROCC_TB,OCC_EJEC_CD,C,PARTIALLY EJECTED,,,
TROCC_TB,OCC_EJEC_CD,Y,UNKNOWN,,,
TROCC_TB,OCC_INJ_CD,A,FATAL,,,
TROCC_TB,OCC_INJ_CD,B,INCAPACITATING/SEVERE,,,
TROCC_TB,OCC_INJ_CD,C,NON-INCAPACITATING/MODERATE,,,
TROCC_TB,OCC_INJ_CD,D,POSSIBLE/COMPLAINT,,,
TROCC_TB,OCC_INJ_CD,E,NO INJURY,,,
TROCC_TB,OCC_POS_CD,A,FRONT SEAT - LEFT SIDE (MOTORCYCLE DRIVER),,,
TROCC_TB,OCC_POS_CD,B,FRONT SEAT - MIDDLE,,,
TROCC_TB,OCC_POS_CD,C,FRONT SEAT - RIGHT SIDE,,,
TROCC_TB,OCC_POS_CD,D,SECOND SEAT - LEFT SIDE (MOTORCYCLE PASSENGER),,,
TROCC_TB,OCC_POS_CD,E,SECOND SEAT - MIDDLE,,,
TROCC_TB,OCC_POS_CD,F,SECOND SEAT - RIGHT SIDE,,,
TROCC_TB,OCC_POS_CD,G,THIRD ROW - LEFT SIDE (MOTORCYCLE PASSENGER),,,
TROCC_TB,OCC_POS_CD,H,THIRD ROW - MIDDLE,,,
TROCC_TB,OCC_POS_CD,I,THIRD ROW - RIGHT SIDE,,,
TROCC_TB,OCC_POS_CD,J,SLEEPER SECTION OF CAB (TRUCK),,,
TROCC_TB,OCC_POS_CD,K,PASSENGER IN OTHER ENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
TROCC_TB,OCC_POS_CD,L,PASSENGER IN OTHER UNENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
TROCC_TB,OCC_POS_CD,M,PASSENGER ON TRAIN OR STREETCAR,,,
TROCC_TB,OCC_POS_CD,N,TRAILING UNIT,,,
TROCC_TB,OCC_POS_CD,O,RIDING ON VEHICLE EXTERIOR (NON-TRAILING UNIT),,,
TROCC_TB,OCC_POS_CD,Y,UNKNOWN,,,
TROCC_TB,OCC_PROTSYS_CD,A,NONE USED - VEHICLE OCCUPANT,,,
TROCC_TB,OCC_PROTSYS_CD,B,SHOULDER BELT ONLY USED,,,
TROCC_TB,OCC_PROTSYS_CD,C,LAP BELT ONLY USED,,,
TROCC_TB,OCC_PROTSYS_CD,D,SHOULDER AND LAP BELT USED,,,
TROCC_TB,OCC_PROTSYS_CD,E,CHILD SAFETY SEAT IMPROPERLY USED,,,
TROCC_TB,OCC_PROTSYS_CD,F,CHILD SAFETY SEAT USED,,,
TROCC_TB,OCC_PROTSYS_CD,G,HELMETS USED,,,
TROCC_TB,OCC_PROTSYS_CD,Y,RESTRAINT USE UNKNOWN,,,
TROCC_TB,OCC_TRAN_MED_CD,A,YES,,,
TROCC_TB,OCC_TRAN_MED_CD,B,NO,,,
TROCC_TB,OCC_TRAN_MED_CD,C,REFUSED AID,,,
TROCC_TB,OCC_TRAN_MED_CD,Y,UNKNOWN,,,
TROCC_TB,OCC_TRAP_EXTR_CD,A,NOT TRAPPED,,,
TROCC_TB,OCC_TRAP_EXTR_CD,B,TRAPPED/EXTRICATED,,,
TROCC_TB,OCC_TRAP_EXTR_CD,C,TRAPPED/NOT EXTRICATED,,,
TROCC_TB,OCC_TRAP_EXTR_CD,Y,UNKNOWN,,,
VEHIC_TB,DAMAGE_AREA1_CD,A,FRONT CENTER,,,
VEHIC_TB,DAMAGE_AREA1_CD,B,FRONT RIGHT,,,
VEHIC_TB,DAMAGE_AREA1_CD,C,FRONT FENDER RIGHT,,,
VEHIC_TB,DAMAGE_AREA1_CD,D,RIGHT CENTER,,,
VEHIC_TB,DAMAGE_AREA1_CD,E,REAR FENDER RIGHT,,,
VEHIC_TB,DAMAGE_AREA1_CD,F,REAR RIGHT,,,
VEHIC_TB,DAMAGE_AREA1_CD,G,REAR CENTER,,,
VEHIC_TB,DAMAGE_AREA1_CD,H,REAR LEFT,,,
VEHIC_TB,DAMAGE_AREA1_CD,I,REAR FENDER LEFT,,,
VEHIC_TB,DAMAGE_AREA1_CD,J,LEFT CENTER,,,
VEHIC_TB,DAMAGE_AREA1_CD,K,FRONT FENDER LEFT,,,
VEHIC_TB,DAMAGE_AREA1_CD,L,FRONT LEFT,,,
VEHIC_TB,DAMAGE_AREA1_CD,M,TOP CARRIAGE,,,
VEHIC_TB,DAMAGE_AREA1_CD,N,UNDER CARRIAGE,,,
VEHIC_TB,DAMAGE_AREA1_CD,O,TOTAL,,,
VEHIC_TB,DAMAGE_AREA1_CD,P,OTHER,,,
VEHIC_TB,DAMAGE_AREA1_CD,Q,NONE,,,
VEHIC_TB,DAMAGE_AREA1_CD,Y,UNKNOWN,,,
VEHIC_TB,DAMAGE_AREA2_CD,A,FRONT CENTER,,,
VEHIC_TB,DAMAGE_AREA2_CD,B,FRONT RIGHT,,,
VEHIC_TB,DAMAGE_AREA2_CD,C,FRONT FENDER RIGHT,,,
VEHIC_TB,DAMAGE_AREA2_CD,D,RIGHT CENTER,,,
VEHIC_TB,DAMAGE_AREA2_CD,E,REAR FENDER RIGHT,,,
VEHIC_TB,DAMAGE_AREA2_CD,F,REAR RIGHT,,,
VEHIC_TB,DAMAGE_AREA2_CD,G,REAR CENTER,,,
VEHIC_TB,DAMAGE_AREA2_CD,H,REAR LEFT,,,
VEHIC_TB,DAMAGE_AREA2_CD,I,REAR FENDER LEFT,,,
VEHIC_TB,DAMAGE_AREA2_CD,J,LEFT CENTER,,,
VEHIC_TB,DAMAGE_AREA2_CD,K,FRONT FENDER LEFT,,,
VEHIC_TB,DAMAGE_AREA2_CD,L,FRONT LEFT,,,
VEHIC_TB,DAMAGE_AREA2_CD,M,TOP CARRIAGE,,,
VEHIC_TB,DAMAGE_AREA2_CD,N,UNDER CARRIAGE,,,
VEHIC_TB,DAMAGE_AREA2_CD,O,TOTAL,,,
VEHIC_TB,DAMAGE_AREA2_CD,P,OTHER,,,
VEHIC_TB,DAMAGE_AREA2_CD,Q,NONE,,,
VEHIC_TB,DAMAGE_AREA2_CD,Y,UNKNOWN,,,
VEHIC_TB,DAMAGE_AREA3_CD,A,FRONT CENTER,,,
VEHIC_TB,DAMAGE_AREA3_CD,B,FRONT RIGHT,,,
VEHIC_TB,DAMAGE_AREA3_CD,C,FRONT FENDER RIGHT,,,
VEHIC_TB,DAMAGE_AREA3_CD,D,RIGHT CENTER,,,
VEHIC_TB,DAMAGE_AREA3_CD,E,REAR FENDER RIGHT,,,
VEHIC_TB,DAMAGE_AREA3_CD,F,REAR RIGHT,,,
VEHIC_TB,DAMAGE_AREA3_CD,G,REAR CENTER,,,
VEHIC_TB,DAMAGE_AREA3_CD,H,REAR LEFT,,,
VEHIC_TB,DAMAGE_AREA3_CD,I,REAR FENDER LEFT,,,
VEHIC_TB,DAMAGE_AREA3_CD,J,LEFT CENTER,,,
VEHIC_TB,DAMAGE_AREA3_CD,K,FRONT FENDER LEFT,,,
VEHIC_TB,DAMAGE_AREA3_CD,L,FRONT LEFT,,,
VEHIC_TB,DAMAGE_AREA3_CD,M,TOP CARRIAGE,,,
VEHIC_TB,DAMAGE_AREA3_CD,N,UNDER CARRIAGE,,,
VEHIC_TB,DAMAGE_AREA3_CD,O,TOTAL,,,
VEHIC_TB,DAMAGE_AREA3_CD,P,OTHER,,,
VEHIC_TB,DAMAGE_AREA3_CD,Q,NONE,,,
VEHIC_TB,DAMAGE_AREA3_CD,Y,UNKNOWN,,,
VEHIC_TB,DAMAGE_EXT1_CD,A,NONE,,,
VEHIC_TB,DAMAGE_EXT1_CD,B,VERY MINOR,,,
VEHIC_TB,DAMAGE_EXT1_CD,C,MINOR,,,
VEHIC_TB,DAMAGE_EXT1_CD,D,MINOR/MODERATE,,,
VEHIC_TB,DAMAGE_EXT1_CD,E,MODERATE,,,
VEHIC_TB,DAMAGE_EXT1_CD,F,MODERATE/SEVERE,,,
VEHIC_TB,DAMAGE_EXT1_CD,G,SEVERE,,,
VEHIC_TB,DAMAGE_EXT1_CD,H,VERY SEVERE,,,
VEHIC_TB,DAMAGE_EXT1_CD,Y,UNKNOWN,,,
VEHIC_TB,DAMAGE_EXT2_CD,A,NONE,,,
VEHIC_TB,DAMAGE_EXT2_CD,B,VERY MINOR,,,
VEHIC_TB,DAMAGE_EXT2_CD,C,MINOR,,,
VEHIC_TB,DAMAGE_EXT2_CD,D,MINOR/MODERATE,,,
VEHIC_TB,DAMAGE_EXT2_CD,E,MODERATE,,,
VEHIC_TB,DAMAGE_EXT2_CD,F,MODERATE/SEVERE,,,
VEHIC_TB,DAMAGE_EXT2_CD,G,SEVERE,,,
VEHIC_TB,DAMAGE_EXT2_CD,H,VERY SEVERE,,,
VEHIC_TB,DAMAGE_EXT2_CD,Y,UNKNOWN,,,
VEHIC_TB,DAMAGE_EXT3_CD,A,NONE,,,
VEHIC_TB,DAMAGE_EXT3_CD,B,VERY MINOR,,,
VEHIC_TB,DAMAGE_EXT3_CD,C,MINOR,,,
VEHIC_TB,DAMAGE_EXT3_CD,D,MINOR/MODERATE,,,
VEHIC_TB,DAMAGE_EXT3_CD,E,MODERATE,,,
VEHIC_TB,DAMAGE_EXT3_CD,F,MODERATE/SEVERE,,,
VEHIC_TB,DAMAGE_EXT3_CD,G,SEVERE,,,
VEHIC_TB,DAMAGE_EXT3_CD,H,VERY SEVERE,,,
VEHIC_TB,DAMAGE_EXT3_CD,Y,UNKNOWN,,,
VEHIC_TB,DR_A_D_PRES_CD,A,NEITHER ALCOHOL NOR DRUGS PRESENT,,,
VEHIC_TB,DR_A_D_PRES_CD,B,YES (ALCOHOL PRESENT),,,
VEHIC_TB,DR_A_D_PRES_CD,C,YES (DRUGS PRESENT),,,
VEHIC_TB,DR_A_D_PRES_CD,D,YES (ALCOHOL AND DRUGS PRESENT),,,
VEHIC_TB,DR_A_D_PRES_CD,Y,UNKNOWN,,,
VEHIC_TB,DR_AIRBAG_CD,A,DEPLOYED,,,
VEHIC_TB,DR_AIRBAG_CD,B,NON DEPLOYED,,,
VEHIC_TB,DR_AIRBAG_CD,C,NON-DEPLOYED/SWITCH OFF,,,
VEHIC_TB,DR_AIRBAG_CD,D,NOT APPLICABLE,,,
VEHIC_TB,DR_AIRBAG_CD,Y,UNKNOWN,,,
VEHIC_TB,DR_ALCOHOL_CD,A,TEST REFUSED,,,
VEHIC_TB,DR_ALCOHOL_CD,B,NO TEST GIVEN,,,
VEHIC_TB,DR_ALCOHOL_CD,C,"TEST GIVEN, RESULTS PENDING",,,
VEHIC_TB,DR_ALCOHOL_CD,D,"TEST GIVEN, BAC",,,
VEHIC_TB,DR_COND_CD,A,NORMAL,,,
VEHIC_TB,DR_COND_CD,B,INATTENTIVE,,,
VEHIC_TB,DR_COND_CD,C,DISTRACTED,,,
VEHIC_TB,DR_COND_CD,D,ILLNESS,,,
VEHIC_TB,DR_COND_CD,E,FATIGUED,,,
VEHIC_TB,DR_COND_CD,F,APPARENTLY ASLEEP/BLACKOUT,,,
VEHIC_TB,DR_COND_CD,G,DRINKING ALCOHOL - IMPAIRED,,,
VEHIC_TB,DR_COND_CD,H,DRINKING ALCOHOL - NOT IMPAIRED,,,
VEHIC_TB,DR_COND_CD,I,DRUG USE - IMPAIRED,,,
VEHIC_TB,DR_COND_CD,J,DRUG USE - NOT IMPAIRED,,,
VEHIC_TB,DR_COND_CD,K,"PHYSICAL IMPAIRMENT (EYES, EAR, LIMB)",,,
VEHIC_TB,DR_COND_CD,Y,UNKNOWN,,,
VEHIC_TB,DR_COND_CD,Z,OTHER,,,
VEHIC_TB,DR_DISTRACT_CD,A,CELL PHONE,,,
VEHIC_TB,DR_DISTRACT_CD,B,"OTHER ELECTRONIC DEVICE (PAGER, PALM PILOT, NAVIGATION DEVICE, ETC.)",,,
VEHIC_TB,DR_DISTRACT_CD,C,OTHER INSIDE THE VEHICLE,,,
VEHIC_TB,DR_DISTRACT_CD,D,OTHER OUTSIDE THE VEHICLE,,,
VEHIC_TB,DR_DISTRACT_CD,E,NOT DISTRACTED,,,
VEHIC_TB,DR_DISTRACT_CD,Y,UNKNOWN,,,
VEHIC_TB,DR_DRUGS_CD,A,TEST NOT GIVEN,,,
VEHIC_TB,DR_DRUGS_CD,B,"TEST GIVEN, RESULTS PENDING",,,
VEHIC_TB,DR_DRUGS_CD,C,TEST REFUSED,,,
VEHIC_TB,DR_DRUGS_CD,D,DRUGS REPORTED (SPECIFY IN NARRATIVE),,,
VEHIC_TB,DR_EJEC_CD,A,NOT EJECTED,,,
VEHIC_TB,DR_EJEC_CD,B,TOTALLY EJECTED,,,
VEHIC_TB,DR_EJEC_CD,C,PARTIALLY EJECTED,,,
VEHIC_TB,DR_EJEC_CD,Y,UNKNOWN,,,
VEHIC_TB,DR_INJ_CD,A,FATAL,,,
VEHIC_TB,DR_INJ_CD,B,INCAPACITATING/SEVERE,,,
VEHIC_TB,DR_INJ_CD,C,NON-INCAPACITATING/MODERATE,,,
VEHIC_TB,DR_INJ_CD,D,POSSIBLE/COMPLAINT,,,
VEHIC_TB,DR_INJ_CD,E,NO INJURY,,,
VEHIC_TB,DR_POS_CD,A,FRONT SEAT - LEFT SIDE (MOTORCYCLE DRIVER),,,
VEHIC_TB,DR_POS_CD,B,FRONT SEAT - MIDDLE,,,
VEHIC_TB,DR_POS_CD,C,FRONT SEAT - RIGHT SIDE,,,
VEHIC_TB,DR_POS_CD,D,SECOND SEAT - LEFT SIDE (MOTORCYCLE PASSENGER),,,
VEHIC_TB,DR_POS_CD,E,SECOND SEAT - MIDDLE,,,
VEHIC_TB,DR_POS_CD,F,SECOND SEAT - RIGHT SIDE,,,
VEHIC_TB,DR_POS_CD,G,THIRD ROW - LEFT SIDE (MOTORCYCLE PASSENGER),,,
VEHIC_TB,DR_POS_CD,H,THIRD ROW - MIDDLE,,,
VEHIC_TB,DR_POS_CD,I,THIRD ROW - RIGHT SIDE,,,
VEHIC_TB,DR_POS_CD,J,SLEEPER SECTION OF CAB (TRUCK),,,
VEHIC_TB,DR_POS_CD,K,PASSENGER IN OTHER ENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
VEHIC_TB,DR_POS_CD,L,PASSENGER IN OTHER UNENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
VEHIC_TB,DR_POS_CD,M,PASSENGER ON TRAIN OR STREETCAR,,,
VEHIC_TB,DR_POS_CD,N,TRAILING UNIT,,,
VEHIC_TB,DR_POS_CD,O,RIDING ON VEHICLE EXTERIOR (NON-TRAILING UNIT),,,
VEHIC_TB,DR_POS_CD,Y,UNKNOWN,,,
VEHIC_TB,DR_PROTSYS_CD,A,NONE USED - VEHICLE OCCUPANT,,,
VEHIC_TB,DR_PROTSYS_CD,B,SHOULDER BELT ONLY USED,,,
VEHIC_TB,DR_PROTSYS_CD,C,LAP BELT ONLY USED,,,
VEHIC_TB,DR_PROTSYS_CD,D,SHOULDER AND LAP BELT USED,,,
VEHIC_TB,DR_PROTSYS_CD,E,CHILD SAFETY SEAT IMPROPERLY USED,,,
VEHIC_TB,DR_PROTSYS_CD,F,CHILD SAFETY SEAT USED,,,
VEHIC_TB,DR_PROTSYS_CD,G,HELMETS USED,,,
VEHIC_TB,DR_PROTSYS_CD,Y,RESTRAINT USE UNKNOWN,,,
VEHIC_TB,DR_TRAN_MED_CD,A,YES,,,
VEHIC_TB,DR_TRAN_MED_CD,B,NO,,,
VEHIC_TB,DR_TRAN_MED_CD,C,REFUSED AID,,,
VEHIC_TB,DR_TRAN_MED_CD,Y,UNKNOWN,,,
VEHIC_TB,DR_TRAP_EXTR_CD,A,NOT TRAPPED,,,
VEHIC_TB,DR_TRAP_EXTR_CD,B,TRAPPED/EXTRICATED,,,
VEHIC_TB,DR_TRAP_EXTR_CD,C,TRAPPED/NOT EXTRICATED,,,
VEHIC_TB,DR_TRAP_EXTR_CD,Y,UNKNOWN,,,
VEHIC_TB,F_HARM_EV_CD,A,OVERTURN/ROLLOVER,,,
VEHIC_TB,F_HARM_EV_CD,AA,BRIDGE RAIL,,,
VEHIC_TB,F_HARM_EV_CD,B,FIRE/EXPLOSION,,,
VEHIC_TB,F_HARM_EV_CD,BB,CULVERT,,,
VEHIC_TB,F_HARM_EV_CD,C,IMMERSION,,,
VEHIC_TB,F_HARM_EV_CD,CC,CURB,,,
VEHIC_TB,F_HARM_EV_CD,D,JACKKNIFE,,,
VEHIC_TB,F_HARM_EV_CD,DD,DITCH,,,
VEHIC_TB,F_HARM_EV_CD,E,CARGO/EQUIPMENT LOSS OR SHIFT,,,
VEHIC_TB,F_HARM_EV_CD,EE,EMBANKMENT,,,
VEHIC_TB,F_HARM_EV_CD,F,FELL/JUMPED FROM MOTOR VEHICLE,,,
VEHIC_TB,F_HARM_EV_CD,FF,GUARDRAIL FACE,,,
VEHIC_TB,F_HARM_EV_CD,G,THROWN OR FALLING OBJECT,,,
VEHIC_TB,F_HARM_EV_CD,GG,GUARDRAIL END,,,
VEHIC_TB,F_HARM_EV_CD,H,"EQUIPMENT FAILURE (BLOWN TIRE, BRAKE FAILURE, ETC.)",,,
VEHIC_TB,F_HARM_EV_CD,HH,CONCRETE TRAFFIC SUPPORT,,,
VEHIC_TB,F_HARM_EV_CD,I,SEPARATION OF UNITS IN TRANSPORT,,,
VEHIC_TB,F_HARM_EV_CD,II,OTHER TRAFFIC BARRIER,,,
VEHIC_TB,F_HARM_EV_CD,J,RAN OFF ROAD RIGHT,,,
VEHIC_TB,F_HARM_EV_CD,JJ,TREE (STANDING),,,
VEHIC_TB,F_HARM_EV_CD,K,RAN OFF ROAD LEFT,,,
VEHIC_TB,F_HARM_EV_CD,KK,UTILITY POLE/LIGHT SUPPORT,,,
VEHIC_TB,F_HARM_EV_CD,L,CROSSED MEDIAN/CENTERLINE,,,
VEHIC_TB,F_HARM_EV_CD,LL,TRAFFIC SIGN SUPPORT,,,
VEHIC_TB,F_HARM_EV_CD,M,DOWNHILL RUNAWAY,,,
VEHIC_TB,F_HARM_EV_CD,MM,TRAFFIC SIGNAL SUPPORT,,,
VEHIC_TB,F_HARM_EV_CD,N,OTHER NON-COLLISION,,,
VEHIC_TB,F_HARM_EV_CD,NN,"OTHER POST, POLE, OR SUPPORT",,,
VEHIC_TB,F_HARM_EV_CD,O,PEDESTRIAN,,,
VEHIC_TB,F_HARM_EV_CD,OO,FENCE,,,
VEHIC_TB,F_HARM_EV_CD,P,PEDALCYCLE,,,
VEHIC_TB,F_HARM_EV_CD,PP,MAILBOX,,,
VEHIC_TB,F_HARM_EV_CD,Q,"RAILWAY VEHICLE (TRAIN, ENGINE)",,,
VEHIC_TB,F_HARM_EV_CD,QQ,"OTHER FIXED OBJECT (WALL, BUILDING, TUNNEL, ETC.)",,,
VEHIC_TB,F_HARM_EV_CD,R,ANIMAL,,,
VEHIC_TB,F_HARM_EV_CD,S,MOTOR VEHICLE IN TRANSPORT,,,
VEHIC_TB,F_HARM_EV_CD,T,PARKED MOTOR VEHICLE,,,
VEHIC_TB,F_HARM_EV_CD,U,"STRUCK BY FALLING, SHIFTING CARGO OR ANYTHING SET IN MOTION BY MOTOR VEHICLE",,,
VEHIC_TB,F_HARM_EV_CD,V,WORK ZONE/MAINTENANCE EQUIPMENT,,,
VEHIC_TB,F_HARM_EV_CD,W,OTHER NON-FIXED OBJECT,,,
VEHIC_TB,F_HARM_EV_CD,X,IMPACT ATTENUATOR/CRASH CUSHION,,,
VEHIC_TB,F_HARM_EV_CD,Y,BRIDGE OVERHEAD STRUCTURE,,,
VEHIC_TB,F_HARM_EV_CD,YY,UNKNOWN,,,
VEHIC_TB,F_HARM_EV_CD,Z,BRIDGE PIER OR SUPPORT,,,
VEHIC_TB,FO_HARM_EV_CD,A,OVERTURN/ROLLOVER,,,
VEHIC_TB,FO_HARM_EV_CD,AA,BRIDGE RAIL,,,
VEHIC_TB,FO_HARM_EV_CD,B,FIRE/EXPLOSION,,,
VEHIC_TB,FO_HARM_EV_CD,BB,CULVERT,,,
VEHIC_TB,FO_HARM_EV_CD,C,IMMERSION,,,
VEHIC_TB,FO_HARM_EV_CD,CC,CURB,,,
VEHIC_TB,FO_HARM_EV_CD,D,JACKKNIFE,,,
VEHIC_TB,FO_HARM_EV_CD,DD,DITCH,,,
VEHIC_TB,FO_HARM_EV_CD,E,CARGO/EQUIPMENT LOSS OR SHIFT,,,
VEHIC_TB,FO_HARM_EV_CD,EE,EMBANKMENT,,,
VEHIC_TB,FO_HARM_EV_CD,F,FELL/JUMPED FROM MOTOR VEHICLE,,,
VEHIC_TB,FO_HARM_EV_CD,FF,GUARDRAIL FACE,,,
VEHIC_TB,FO_HARM_EV_CD,G,THROWN OR FALLING OBJECT,,,
VEHIC_TB,FO_HARM_EV_CD,GG,GUARDRAIL END,,,
VEHIC_TB,FO_HARM_EV_CD,H,"EQUIPMENT FAILURE (BLOWN TIRE, BRAKE FAILURE, ETC.)",,,
VEHIC_TB,FO_HARM_EV_CD,HH,CONCRETE TRAFFIC SUPPORT,,,
VEHIC_TB,FO_HARM_EV_CD,I,SEPARATION OF UNITS IN TRANSPORT,,,
VEHIC_TB,FO_HARM_EV_CD,II,OTHER TRAFFIC BARRIER,,,
VEHIC_TB,FO_HARM_EV_CD,J,RAN OFF ROAD RIGHT,,,
VEHIC_TB,FO_HARM_EV_CD,JJ,TREE (STANDING),,,
VEHIC_TB,FO_HARM_EV_CD,K,RAN OFF ROAD LEFT,,,
VEHIC_TB,FO_HARM_EV_CD,KK,UTILITY POLE/LIGHT SUPPORT,,,
VEHIC_TB,FO_HARM_EV_CD,L,CROSSED MEDIAN/CENTERLINE,,,
VEHIC_TB,FO_HARM_EV_CD,LL,TRAFFIC SIGN SUPPORT,,,
VEHIC_TB,FO_HARM_EV_CD,M,DOWNHILL RUNAWAY,,,
VEHIC_TB,FO_HARM_EV_CD,MM,TRAFFIC SIGNAL SUPPORT,,,
VEHIC_TB,FO_HARM_EV_CD,N,OTHER NON-COLLISION,,,
VEHIC_TB,FO_HARM_EV_CD,NN,"OTHER POST, POLE, OR SUPPORT",,,
VEHIC_TB,FO_HARM_EV_CD,O,PEDESTRIAN,,,
VEHIC_TB,FO_HARM_EV_CD,OO,FENCE,,,
VEHIC_TB,FO_HARM_EV_CD,P,PEDALCYCLE,,,
VEHIC_TB,FO_HARM_EV_CD,PP,MAILBOX,,,
VEHIC_TB,FO_HARM_EV_CD,Q,"RAILWAY VEHICLE (TRAIN, ENGINE)",,,
VEHIC_TB,FO_HARM_EV_CD,QQ,"OTHER FIXED OBJECT (WALL, BUILDING, TUNNEL, ETC.)",,,
VEHIC_TB,FO_HARM_EV_CD,R,ANIMAL,,,
VEHIC_TB,FO_HARM_EV_CD,S,MOTOR VEHICLE IN TRANSPORT,,,
VEHIC_TB,FO_HARM_EV_CD,T,PARKED MOTOR VEHICLE,,,
VEHIC_TB,FO_HARM_EV_CD,U,"STRUCK BY FALLING, SHIFTING CARGO OR ANYTHING SET IN MOTION BY MOTOR VEHICLE",,,
VEHIC_TB,FO_HARM_EV_CD,V,WORK ZONE/MAINTENANCE EQUIPMENT,,,
VEHIC_TB,FO_HARM_EV_CD,W,OTHER NON-FIXED OBJECT,,,
VEHIC_TB,FO_HARM_EV_CD,X,IMPACT ATTENUATOR/CRASH CUSHION,,,
VEHIC_TB,FO_HARM_EV_CD,Y,BRIDGE OVERHEAD STRUCTURE,,,
VEHIC_TB,FO_HARM_EV_CD,YY,UNKNOWN,,,
VEHIC_TB,FO_HARM_EV_CD,Z,BRIDGE PIER OR SUPPORT,,,
VEHIC_TB,M_HARM_EV_CD,A,OVERTURN/ROLLOVER,,,
VEHIC_TB,M_HARM_EV_CD,AA,BRIDGE RAIL,,,
VEHIC_TB,M_HARM_EV_CD,B,FIRE/EXPLOSION,,,
VEHIC_TB,M_HARM_EV_CD,BB,CULVERT,,,
VEHIC_TB,M_HARM_EV_CD,C,IMMERSION,,,
VEHIC_TB,M_HARM_EV_CD,CC,CURB,,,
VEHIC_TB,M_HARM_EV_CD,D,JACKKNIFE,,,
VEHIC_TB,M_HARM_EV_CD,DD,DITCH,,,
VEHIC_TB,M_HARM_EV_CD,E,CARGO/EQUIPMENT LOSS OR SHIFT,,,
VEHIC_TB,M_HARM_EV_CD,EE,EMBANKMENT,,,
VEHIC_TB,M_HARM_EV_CD,F,FELL/JUMPED FROM MOTOR VEHICLE,,,
VEHIC_TB,M_HARM_EV_CD,FF,GUARDRAIL FACE,,,
VEHIC_TB,M_HARM_EV_CD,G,THROWN OR FALLING OBJECT,,,
VEHIC_TB,M_HARM_EV_CD,GG,GUARDRAIL END,,,
VEHIC_TB,M_HARM_EV_CD,H,"EQUIPMENT FAILURE (BLOWN TIRE, BRAKE FAILURE, ETC.)",,,
VEHIC_TB,M_HARM_EV_CD,HH,CONCRETE TRAFFIC SUPPORT,,,
VEHIC_TB,M_HARM_EV_CD,I,SEPARATION OF UNITS IN TRANSPORT,,,
VEHIC_TB,M_HARM_EV_CD,II,OTHER TRAFFIC BARRIER,,,
VEHIC_TB,M_HARM_EV_CD,J,RAN OFF ROAD RIGHT,,,
VEHIC_TB,M_HARM_EV_CD,JJ,TREE (STANDING),,,
VEHIC_TB,M_HARM_EV_CD,K,RAN OFF ROAD LEFT,,,
VEHIC_TB,M_HARM_EV_CD,KK,UTILITY POLE/LIGHT SUPPORT,,,
VEHIC_TB,M_HARM_EV_CD,L,CROSSED MEDIAN/CENTERLINE,,,
VEHIC_TB,M_HARM_EV_CD,LL,TRAFFIC SIGN SUPPORT,,,
VEHIC_TB,M_HARM_EV_CD,M,DOWNHILL RUNAWAY,,,
VEHIC_TB,M_HARM_EV_CD,MM,TRAFFIC SIGNAL SUPPORT,,,
VEHIC_TB,M_HARM_EV_CD,N,OTHER NON-COLLISION,,,
VEHIC_TB,M_HARM_EV_CD,NN,"OTHER POST, POLE, OR SUPPORT",,,
VEHIC_TB,M_HARM_EV_CD,O,PEDESTRIAN,,,
VEHIC_TB,M_HARM_EV_CD,OO,FENCE,,,
VEHIC_TB,M_HARM_EV_CD,P,PEDALCYCLE,,,
VEHIC_TB,M_HARM_EV_CD,PP,MAILBOX,,,
VEHIC_TB,M_HARM_EV_CD,Q,"RAILWAY VEHICLE (TRAIN, ENGINE)",,,
VEHIC_TB,M_HARM_EV_CD,QQ,"OTHER FIXED OBJECT (WALL, BUILDING, TUNNEL, ETC.)",,,
VEHIC_TB,M_HARM_EV_CD,R,ANIMAL,,,
